"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"4574","623.56762695312","CERRO NAVIA","3","2","0","1","180000","1","2","1","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","8"
"4575","66.128028869629","LA REINA","2","0","2","0","585467","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","4"
"4576","174.9743347168","TALAGANTE","1","0","1","0","355000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4577","157.30509948731","PUENTE ALTO","4","2","0","0","1800000","3","1","2","0","4","0","0","0","0","0","0","0","0","4","0","0","8","0","0"
"4578","229.04022216797","VITACURA","5","5","2","0","3886110","2","3","5","2","2","3","0","0","0","0","0","0","2","3","0","0","7","8","13"
"4579","114.94184875488","LAS CONDES","2","0","0","0","2100540","1","1","0","0","1","0","0","2","1","0","0","0","0","2","0","0","4","0","5"
"4580","47.957489013672","MELIPILLA","3","0","0","0","70463","1","2","1","0","0","1","0","1","0","1","1","0","0","2","0","0","0","0","2"
"4581","47.572883605957","LA FLORIDA","5","0","3","0","1036952","3","2","1","2","3","2","1","0","0","0","0","0","0","5","0","0","5","3","3"
"4582","162.63055419922","LAS CONDES","6","2","0","0","1299402","4","2","2","0","2","4","0","0","0","0","0","4","0","2","0","0","4","8","4"
"4583","452.52920532227","MELIPILLA","6","0","3","0","490000","3","3","1","2","1","2","3","0","0","0","0","1","1","1","3","3","8","2","0"
"4584","351.841796875","PEÑALOLEN","7","0","2","1","401476","4","3","0","4","2","5","0","0","0","0","0","3","2","2","0","0","2","10","2"
"4585","69.352577209473","PUENTE ALTO","4","0","1","2","413877","3","1","0","0","1","2","0","1","0","0","0","2","0","2","0","0","2","2","2"
"4586","61.176078796387","PROVIDENCIA","4","0","0","0","1096925","2","2","0","1","3","2","0","0","0","0","0","1","1","2","0","0","4","4","0"
"4587","131.5026550293","PUENTE ALTO","2","0","1","0","830000","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4588","244.40374755859","ÑUÑOA","1","0","0","0","157339","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","2"
"4589","169.63340759277","QUILICURA","2","0","0","0","693539","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","2"
"4590","112.575050354","CERRILLOS","2","0","0","0","330000","1","1","0","0","0","0","2","0","0","1","0","0","0","0","2","1","0","0","0"
"4591","93.563583374023","CERRO NAVIA","4","0","1","0","792817","3","1","0","0","3","0","0","1","0","0","0","0","0","2","2","0","2","0","2"
"4592","56.320796966553","SAN BERNARDO","4","0","0","0","1299613","2","2","2","0","3","0","0","1","0","0","0","0","1","3","0","0","5","0","2"
"4593","99.1826171875","ESTACION CENTRAL","2","0","0","0","145000","1","1","0","0","0","0","1","0","0","1","0","0","0","1","1","2","0","0","6"
"4594","129.2433013916","LO BARNECHEA","3","2","1","0","11300000","0","3","3","0","2","0","1","0","0","1","0","0","0","2","1","0","2","0","2"
"4595","154.95886230469","MAIPU","4","3","1","0","1306242","2","2","4","0","3","0","0","1","0","0","0","0","0","4","0","0","6","0","0"
"4596","237.06065368652","MAIPU","1","0","0","0","285623","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"4597","68.322616577148","MAIPU","5","0","0","0","254348","2","3","0","3","1","3","0","1","0","0","0","1","1","3","0","0","2","6","2"
"4598","214.26045227051","PEÑALOLEN","2","1","0","0","357572","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","2"
"4599","116.33429718018","LO PRADO","5","0","0","0","1024854","3","2","2","2","3","1","0","1","0","0","0","1","2","2","0","0","4","1","8"
"4600","93.189399719238","CERRO NAVIA","4","0","0","0","300000","1","3","0","0","1","2","0","1","0","0","1","0","1","2","0","2","2","4","0"
"4601","65.942398071289","LA FLORIDA","4","0","1","0","1191132","2","2","0","1","2","1","0","1","0","0","0","1","0","2","1","0","3","2","2"
"4602","22.431303024292","COLINA","4","0","1","0","216470","1","3","0","0","1","0","0","1","0","2","2","0","1","1","0","0","2","0","6"
"4603","52.165882110596","MAIPU","3","1","0","0","459573","1","2","1","0","1","0","1","1","0","0","0","0","0","2","1","0","2","0","4"
"4604","178.70379638672","PUDAHUEL","3","1","0","1","645005","2","1","1","0","1","1","0","1","0","0","0","1","0","2","0","0","0","0","6"
"4605","48.209846496582","PROVIDENCIA","2","1","0","0","782186","1","1","1","0","0","0","1","1","0","2","0","0","0","0","2","0","0","0","5"
"4606","108.5391998291","PUDAHUEL","2","0","0","0","300000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","1","0","4"
"4607","312.68966674805","PROVIDENCIA","3","2","98","98","2609144","0","3","2","1","2","1","0","2","0","0","0","0","1","2","0","0","4","2","4"
"4608","190.8516998291","ESTACION CENTRAL","3","1","0","1","451882","1","2","1","0","1","1","0","1","0","0","1","0","2","0","0","0","0","2","10"
"4609","94.00700378418","SANTIAGO","1","0","1","0","400000","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","1"
"4610","12.615293502808","CALERA DE TANGO","3","1","1","0","1175478","2","1","2","0","2","0","0","1","0","0","0","0","0","3","0","0","0","0","1"
"4611","45.081466674805","ISLA DE MAIPO","2","0","0","0","156000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","4"
"4612","55.082019805908","MAIPU","3","1","0","0","1041873","1","2","1","0","3","0","0","0","0","0","0","0","0","1","2","0","0","0","2"
"4613","71.275634765625","LA GRANJA","4","0","0","0","250000","2","2","0","0","1","2","0","1","0","0","0","2","0","2","0","0","2","3","11"
"4614","43.55927658081","EL MONTE","2","0","0","0","364419","0","2","0","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","0"
"4615","87.467506408691","ÑUÑOA","1","1","0","0","492413","0","1","1","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","3"
"4616","114.37947845459","SANTIAGO","2","0","0","0","150804","1","1","0","0","0","0","2","0","0","1","0","0","0","0","2","2","0","0","0"
"4617","330.21395874023","PEÑALOLEN","2","2","0","0","797906","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4618","88.343971252441","SANTIAGO","3","0","0","0","1007028","3","0","1","2","2","2","0","0","0","0","0","1","1","1","0","0","1","0","2"
"4619","84.007377624512","LA FLORIDA","2","0","0","0","570441","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4620","259.77044677734","LA CISTERNA","1","0","0","0","202252","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4621","116.33429718018","LO PRADO","5","0","0","0","71481","1","4","0","2","0","3","0","0","2","0","1","2","0","2","0","0","0","6","8"
"4622","173.58116149902","RENCA","5","0","1","2","720000","3","2","1","1","3","1","0","0","0","1","0","1","1","3","0","0","0","1","9"
"4623","91.342308044434","PUENTE ALTO","3","0","0","0","200000","1","2","0","1","1","1","0","1","0","0","0","1","0","2","0","0","4","0","4"
"4624","89.909278869629","LA REINA","3","2","1","0","1653005","2","1","3","1","2","1","0","1","0","0","0","0","0","1","2","0","2","0","2"
"4625","93.387283325195","SANTIAGO","1","0","0","0","365136","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"4626","72.030601501465","QUILICURA","5","0","0","0","388967","1","4","0","1","1","1","0","2","0","1","1","1","1","2","0","0","2","6","2"
"4627","50.742324829102","PEÑAFLOR","5","0","1","0","237424","2","3","0","0","0","0","1","1","2","1","1","0","0","4","0","0","0","0","10"
"4628","62.909206390381","LAS CONDES","4","1","1","0","1480241","3","1","1","2","2","2","0","0","0","0","0","2","0","2","0","0","3","4","0"
"4629","59.637580871582","ESTACION CENTRAL","2","0","0","0","300000","0","2","0","0","0","0","2","0","0","0","0","0","0","0","2","1","0","0","2"
"4630","272.83581542969","SAN BERNARDO","3","2","0","0","853191","2","1","2","0","3","0","0","0","0","0","0","0","0","3","0","0","4","0","4"
"4631","217.21371459961","SAN RAMON","1","0","1","0","170000","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","4","0","0"
"4632","69.201866149902","LA PINTANA","4","0","0","0","630000","2","2","0","2","3","3","0","0","0","0","0","0","2","2","0","0","6","5","0"
"4633","168.90646362305","SANTIAGO","4","0","0","1","226190","1","3","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","8"
"4634","107.79651641846","RECOLETA","1","0","0","0","130000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"4635","97.61743927002","PUENTE ALTO","2","1","1","0","316817","1","1","1","0","0","0","1","1","0","0","0","0","0","2","0","0","0","2","2"
"4636","137.02235412598","LA GRANJA","5","0","2","0","470000","3","2","0","2","2","2","0","1","0","0","0","2","0","1","2","0","4","4","4"
"4637","141.62158203125","PUDAHUEL","4","1","0","1","785204","2","2","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"4638","61.432765960693","INDEPENDENCIA","2","0","0","0","464282","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","4"
"4639","47.957489013672","MELIPILLA","3","0","0","0","390000","1","2","0","1","2","1","0","0","0","0","0","0","0","3","0","0","4","2","0"
"4640","112.19954681397","LA FLORIDA","1","0","0","0","109775","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","4"
"4641","68.254501342773","QUINTA NORMAL","2","0","1","0","352612","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","1","2","0","0"
"4642","27.385883331299","COLINA","5","0","1","0","780000","3","2","0","0","2","2","0","1","0","0","0","2","0","3","0","0","4","2","4"
"4643","166.19587707519","PUENTE ALTO","3","2","1","1","960000","1","2","3","2","3","0","0","0","0","0","0","0","1","2","0","0","5","0","4"
"4644","93.563583374023","CERRO NAVIA","4","0","1","1","250000","2","2","0","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","0"
"4645","77.885055541992","ESTACION CENTRAL","3","0","1","0","300000","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","2"
"4646","193.36351013184","LA FLORIDA","5","2","1","0","2299844","3","2","2","1","2","3","0","0","0","0","0","3","0","2","0","0","4","6","0"
"4647","99.929428100586","PUENTE ALTO","2","1","0","0","421146","1","1","1","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","4"
"4648","47.957489013672","MELIPILLA","3","0","0","0","100000","1","2","0","0","0","1","0","0","2","0","0","1","0","2","0","0","2","0","2"
"4649","148.93508911133","PEDRO AGUIRRE CERDA","4","0","1","0","580366","2","2","0","0","1","0","3","1","0","0","0","0","0","2","2","3","2","0","4"
"4650","94.597099304199","PEÑAFLOR","4","0","1","0","851381","1","3","0","1","3","0","1","0","0","0","0","0","1","3","0","0","3","2","4"
"4651","400.79504394531","PEDRO AGUIRRE CERDA","7","2","1","0","1248000","3","4","2","1","3","1","1","2","0","0","0","1","0","4","2","0","6","2","2"
"4652","39.530410766602","MELIPILLA","3","0","0","0","156471","1","2","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0"
"4653","48.791923522949","MAIPU","4","1","0","0","893857","2","2","1","0","3","0","0","1","0","0","0","0","0","4","0","0","4","0","2"
"4654","53.62446975708","PEÑALOLEN","4","0","1","1","901636","1","3","0","0","2","1","1","0","0","1","0","1","0","1","2","1","4","0","0"
"4655","94.301452636719","LAS CONDES","4","1","2","2","6850197","3","1","1","0","2","2","0","2","0","0","0","2","0","2","0","0","3","0","0"
"4656","43.799228668213","TALAGANTE","4","0","0","0","450000","1","3","0","0","2","0","0","2","0","0","0","0","0","4","0","1","3","0","2"
"4657","84.523475646973","PEÑALOLEN","5","1","0","2","700000","3","2","1","2","2","3","0","0","0","0","0","1","2","2","0","0","2","3","0"
"4658","45.229827880859","SAN JOAQUIN","5","0","0","0","460036","2","3","2","3","1","3","1","0","0","1","0","1","2","1","1","0","2","6","5"
"4659","75.119819641113","EL BOSQUE","5","0","0","0","430000","4","1","1","1","2","3","0","0","0","0","0","3","0","2","0","0","2","6","6"
"4660","102.01415252685","PUENTE ALTO","6","0","0","2","480016","3","3","0","2","1","3","1","1","0","0","0","3","0","2","1","0","2","0","8"
"4661","61.384834289551","SAN BERNARDO","3","1","0","0","434032","1","2","2","0","1","0","0","2","1","0","0","0","0","2","1","1","2","0","0"
"4662","58.277626037598","PUENTE ALTO","4","1","2","0","755941","1","3","1","1","2","1","1","0","0","1","0","1","0","2","1","1","4","2","0"
"4663","82.910415649414","PUENTE ALTO","2","0","1","0","200000","1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","1","0","2","0"
"4664","22.431303024292","COLINA","4","0","0","0","400000","3","1","0","1","1","2","0","1","0","0","0","2","1","1","0","0","2","4","2"
"4665","231.93252563477","LAS CONDES","2","0","0","0","780000","2","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"4666","137.45288085938","PEÑALOLEN","3","0","0","1","436984","1","2","0","0","2","1","0","0","0","0","0","1","0","2","0","0","2","2","2"
"4667","101.64852142334","LA GRANJA","5","1","0","2","905059","3","2","2","2","1","4","0","0","0","0","1","1","0","3","0","0","2","6","0"
"4668","199.77461242676","ÑUÑOA","3","3","2","0","2148322","2","1","3","0","1","0","2","0","0","1","0","0","0","2","1","0","2","0","15"
"4669","63.800220489502","MAIPU","4","1","0","0","766184","1","3","2","1","2","2","0","0","0","0","0","2","0","2","0","0","2","0","6"
"4670","93.392639160156","LAS CONDES","2","0","2","0","3760794","1","1","2","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"4671","87.836769104004","MAIPU","3","1","0","0","334013","2","1","1","1","2","1","0","0","0","0","0","0","1","2","0","0","0","0","0"
"4672","109.57134246826","LA FLORIDA","4","0","1","1","352786","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","0","0","8"
"4673","56.282253265381","LAS CONDES","2","1","0","0","1624110","0","2","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","6"
"4674","309.80706787109","PROVIDENCIA","2","2","1","0","872000","1","1","2","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","4"
"4675","114.89747619629","ÑUÑOA","3","0","0","0","623667","2","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","2","2","2"
"4676","235.37419128418","LA FLORIDA","3","2","0","0","444003","0","3","2","1","1","1","0","1","0","0","0","0","0","3","0","0","3","2","3"
"4677","94.998001098633","SANTIAGO","2","0","0","0","263345","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","4"
"4678","86.862274169922","SANTIAGO","3","0","1","0","350000","1","2","0","0","1","0","0","1","0","1","1","0","0","2","0","0","2","0","1"
"4679","131.5026550293","PUENTE ALTO","2","0","0","0","1000000","2","0","1","1","1","1","0","0","0","0","0","0","0","2","0","0","2","0","0"
"4680","120.93603515625","PEÑALOLEN","2","0","2","0","228550","2","0","2","0","2","0","1","0","0","0","0","0","0","1","1","0","0","0","0"
"4681","123.99027252197","INDEPENDENCIA","1","0","1","0","117730","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","2"
"4682","134.07279968262","LO BARNECHEA","6","0","1","2","252623","1","5","1","2","0","2","0","2","1","1","1","2","0","2","1","1","0","4","20"
"4683","85.622940063477","PEÑALOLEN","5","0","0","0","362533","1","4","0","0","1","2","0","1","0","1","1","1","1","2","0","0","2","4","0"
"4684","86.577537536621","LA FLORIDA","2","0","0","0","410593","0","2","0","1","1","1","0","0","0","0","0","1","0","1","0","0","2","2","0"
"4685","54.24348449707","PUENTE ALTO","4","1","1","0","893000","2","2","1","1","3","1","0","1","0","0","0","0","1","3","0","0","6","0","2"
"4686","89.170082092285","MAIPU","3","0","0","2","74958","1","2","0","0","0","2","0","1","0","0","0","2","0","1","0","0","0","4","4"
"4687","128.99607849121","EL BOSQUE","2","0","1","0","80000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","2"
"4688","87.114959716797","PUDAHUEL","2","0","0","0","200000","2","0","0","0","1","0","0","0","1","0","0","0","0","2","0","0","2","0","2"
"4689","102.40872955322","EL BOSQUE","2","0","0","0","145844","1","1","0","0","0","0","0","2","0","0","0","0","0","1","1","1","0","0","3"
"4690","132.04597473144","LO PRADO","3","0","1","0","382744","2","1","1","1","2","0","1","1","0","1","0","0","0","1","2","1","6","0","0"
"4691","90.517074584961","QUILICURA","3","1","0","0","349608","1","2","1","0","1","0","0","1","1","0","0","0","1","2","0","0","2","0","2"
"4692","134.47871398926","PADRE HURTADO","4","1","1","2","97204","3","1","1","0","0","1","0","1","1","1","1","1","0","2","0","0","0","0","2"
"4693","120.14218902588","HUECHURABA","3","0","0","0","370000","1","2","0","0","1","0","1","1","1","1","0","0","0","2","1","1","2","0","2"
"4694","86.630790710449","ISLA DE MAIPO","5","2","2","2","555264","2","3","2","0","3","2","0","0","0","0","0","2","0","3","0","0","4","4","2"
"4695","63.421764373779","SAN BERNARDO","5","1","1","1","762531","2","3","2","2","3","3","0","0","0","0","1","1","1","2","0","1","4","0","4"
"4696","58.807510375977","COLINA","3","0","0","1","750000","1","2","0","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","2"
"4697","185.07247924805","CERRILLOS","1","0","0","0","180000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"4698","348.13171386719","VITACURA","3","3","3","0","1254277","2","1","2","0","1","2","0","0","0","0","0","1","0","2","0","0","2","2","9"
"4699","119.29415893555","LO PRADO","2","0","1","0","49104","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","1","2","0","0"
"4700","22.101306915283","ISLA DE MAIPO","4","1","1","0","848308","3","1","1","0","3","0","0","1","0","0","0","0","1","2","1","0","3","0","2"
"4701","12.388319969177","BUIN","3","1","2","0","679000","1","2","0","1","1","1","1","1","0","0","0","1","0","0","2","0","2","2","4"
"4702","102.75917816162","PUDAHUEL","3","0","0","0","283000","1","2","0","0","0","0","3","0","0","0","0","0","0","1","2","2","0","0","6"
"4703","71.527954101562","QUILICURA","4","0","0","0","450000","2","2","1","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"4704","390.58270263672","MELIPILLA","2","1","0","3","832357","1","1","1","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","4"
"4705","78.657623291016","SANTIAGO","1","0","0","0","500000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4706","183.16748046875","ESTACION CENTRAL","4","1","0","0","781324","3","1","1","1","2","3","0","0","0","0","0","2","0","2","0","0","2","4","0"
"4707","133.58743286133","PUENTE ALTO","2","0","0","0","336105","0","2","0","0","1","1","0","0","0","0","0","1","0","1","0","0","2","2","0"
"4708","93.686576843262","LAS CONDES","2","2","0","0","1873659","1","1","2","1","1","1","0","0","0","0","0","0","1","1","0","0","2","0","6"
"4709","90.761909484863","LO ESPEJO","5","0","1","0","444240","3","2","0","0","2","1","0","1","1","0","0","1","2","2","0","0","2","0","0"
"4710","68.388534545898","PUDAHUEL","4","0","0","0","380000","1","3","0","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","4"
"4711","59.993366241455","CALERA DE TANGO","5","1","2","0","468469","1","4","2","2","1","3","0","1","0","0","0","3","0","2","0","0","2","0","0"
"4712","89.014533996582","QUILICURA","5","0","1","1","1270889","3","2","0","0","4","1","0","0","0","0","0","1","1","3","0","0","6","2","0"
"4713","86.539207458496","SAN BERNARDO","3","1","2","0","1723190","2","1","3","1","2","1","0","0","0","0","0","0","1","2","0","0","6","3","1"
"4714","64.478965759277","MAIPU","4","0","0","0","356986","1","3","0","2","1","2","0","1","0","0","0","1","1","2","0","0","2","2","0"
"4715","111.06084442139","PEÑALOLEN","4","0","1","2","314197","3","1","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","2"
"4716","12.637699127197","CALERA DE TANGO","4","1","2","0","647130","2","2","1","1","2","1","0","1","1","0","0","0","1","3","0","0","3","2","4"
"4717","64.596588134766","MAIPU","3","1","1","1","720000","1","2","2","0","2","0","0","0","1","0","0","0","1","2","0","0","4","0","2"
"4718","92.618797302246","PUDAHUEL","4","0","0","0","300000","2","2","0","0","1","0","0","1","0","2","2","0","2","0","0","0","1","0","6"
"4719","86.708984375","PROVIDENCIA","2","1","0","0","1173974","1","1","2","0","2","0","0","2","0","0","0","0","0","2","0","0","6","0","6"
"4720","28.839870452881","RENCA","3","0","1","0","432345","1","2","0","1","1","1","0","1","0","0","0","1","0","1","1","0","2","2","2"
"4721","126.18589782715","PUENTE ALTO","4","2","4","0","884997","2","2","3","2","1","2","0","1","0","0","0","0","2","2","0","0","0","3","6"
"4722","246.65397644043","CERRO NAVIA","8","1","3","1","1308145","4","4","0","2","4","4","0","1","0","0","0","1","1","5","1","0","7","8","4"
"4723","69.24585723877","PUDAHUEL","4","1","1","0","1351632","2","2","3","0","2","0","1","1","0","1","0","0","0","2","2","0","5","0","11"
"4724","100.78147125244","SANTIAGO","1","0","1","0","200000","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","2","0"
"4725","23.891817092896","VITACURA","1","1","1","0","855334","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","3"
"4726","132.01033020019","PEDRO AGUIRRE CERDA","5","0","0","0","192000","3","2","0","0","1","1","0","1","1","1","1","1","0","3","0","0","2","2","10"
"4727","62.275894165039","ESTACION CENTRAL","3","0","2","0","1185333","1","2","1","2","1","2","0","0","0","0","0","2","0","1","0","0","0","4","0"
"4728","28.952493667602","COLINA","4","0","0","0","800000","1","3","0","1","2","1","0","1","0","0","0","1","0","3","0","0","4","2","2"
"4729","166.66522216797","QUINTA NORMAL","4","0","0","0","710000","1","3","0","2","2","3","0","0","0","0","0","2","0","2","0","0","0","4","6"
"4730","488.32940673828","RENCA","6","0","0","0","127834","4","2","0","1","1","3","0","1","0","1","1","3","0","2","0","1","2","6","4"
"4731","109.30107116699","MAIPU","4","0","0","0","518672","3","1","1","2","2","2","0","0","0","0","0","2","0","2","0","0","2","4","0"
"4732","106.95674133301","VITACURA","1","2","0","0","1114520","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4733","12.396769523621","BUIN","2","0","1","0","60691","1","1","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","7"
"4734","90.374153137207","LA FLORIDA","5","1","0","0","1284859","2","3","2","2","2","3","0","0","0","0","0","1","2","2","0","0","2","6","3"
"4735","150.80606079102","EL BOSQUE","1","0","0","0","80000","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","2"
"4736","160.51448059082","SAN BERNARDO","1","0","0","0","283967","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","2"
"4737","109.52841949463","MAIPU","6","0","2","1","830000","3","3","1","1","3","3","0","0","0","0","0","2","2","2","0","0","6","6","2"
"4738","43.478488922119","RENCA","4","0","1","0","97528","2","2","0","0","0","0","0","2","2","0","0","0","2","2","0","1","0","0","4"
"4739","69.201866149902","LA PINTANA","4","0","0","0","195000","1","3","0","1","1","1","0","1","0","1","0","2","0","2","0","0","2","2","0"
"4740","83.949638366699","LA FLORIDA","5","1","1","0","1121380","1","4","2","2","3","2","0","0","0","0","0","2","0","3","0","0","4","4","2"
"4741","67.947235107422","MAIPU","5","1","0","0","1259332","2","3","2","1","3","1","0","1","0","0","0","0","0","5","0","0","4","0","3"
"4742","90.594825744629","PUENTE ALTO","2","0","0","0","483016","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","2"
"4743","146.49021911621","PROVIDENCIA","1","0","1","0","350000","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"4744","90.640846252441","LA FLORIDA","2","0","0","0","323886","0","2","0","1","2","0","0","0","0","0","0","0","1","1","0","0","2","1","2"
"4745","69.201866149902","LA PINTANA","4","0","1","0","106943","2","2","0","1","2","1","0","0","0","1","0","1","1","2","0","0","2","2","0"
"4746","97.012451171875","MACUL","2","1","1","0","239197","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","7"
"4747","144.08883666992","COLINA","4","1","0","0","759229","2","2","1","0","1","0","0","1","0","2","2","0","1","1","0","0","2","0","6"
"4748","82.661582946777","PUENTE ALTO","4","0","1","0","1041087","1","3","0","1","3","0","0","1","0","1","0","0","1","2","1","0","6","0","2"
"4749","71.934562683105","MACUL","4","1","2","0","370000","1","3","1","2","2","1","0","1","0","0","0","1","0","3","0","0","3","2","8"
"4750","86.899520874023","VITACURA","1","0","0","0","161587","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","4"
"4751","78.331871032715","LA FLORIDA","2","1","2","0","791077","1","1","2","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","4"
"4752","91.79093170166","LA FLORIDA","4","0","1","0","728898","1","3","0","1","1","1","2","0","0","2","0","0","1","2","1","0","2","2","4"
"4753","64.478965759277","MAIPU","4","0","0","2","350000","3","1","2","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","4"
"4754","50.428176879883","LA FLORIDA","2","0","0","0","196215","2","0","1","0","1","0","1","0","0","1","0","0","0","1","1","1","2","0","2"
"4755","227.837890625","MAIPU","3","2","0","0","945665","2","1","2","0","2","0","0","1","0","0","0","0","0","2","1","0","4","0","2"
"4756","144.45979309082","LA GRANJA","3","0","1","0","450000","1","2","0","0","2","1","0","0","0","0","0","1","0","2","0","0","4","1","2"
"4757","141.94160461426","LAS CONDES","2","2","0","0","2091508","1","1","2","0","1","0","0","1","1","0","0","0","0","2","0","0","2","0","4"
"4758","131.68745422363","SANTIAGO","1","0","1","0","1438747","1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","1"
"4759","33.784774780273","LA PINTANA","9","0","0","0","740000","5","4","1","3","3","4","1","1","0","0","0","2","2","4","1","0","6","8","2"
"4760","124.40098571777","RENCA","2","0","0","0","116000","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","4"
"4761","123.59279632568","PUENTE ALTO","3","0","0","0","316208","2","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0","2","2","2"
"4762","48.668224334717","PUDAHUEL","3","1","0","0","430006","1","2","1","2","1","2","0","0","0","0","0","1","0","2","0","0","2","4","2"
"4763","51.098743438721","MAIPU","5","1","2","2","1030000","3","2","2","2","3","2","0","0","0","0","0","1","2","2","0","0","4","4","0"
"4764","357.56448364258","BUIN","7","0","4","2","386000","5","2","0","0","2","2","0","2","0","1","1","2","0","4","0","1","3","4","12"
"4765","79.927978515625","SAN BERNARDO","4","0","2","1","350000","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","8"
"4766","53.490005493164","PUENTE ALTO","4","1","1","0","217831","2","2","2","1","0","2","1","1","0","0","0","0","1","3","0","0","0","6","4"
"4767","70.13020324707","MAIPU","3","1","0","0","283966","0","3","1","0","1","0","0","2","0","0","0","0","2","1","0","0","2","0","0"
"4768","115.4287109375","TALAGANTE","4","1","0","1","982714","2","2","1","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","6"
"4769","74.226333618164","SAN JOAQUIN","4","1","2","0","1029729","3","1","0","0","3","0","1","0","0","0","0","0","0","3","1","1","6","0","7"
"4770","50.105606079102","LA FLORIDA","4","1","0","0","485568","1","3","1","1","1","2","0","1","0","0","0","2","0","2","0","0","0","4","4"
